Feature.ID	B1_RPKM_fwd_RNA.Seq	B2_RPKM_fwd_RNA.Seq	B3_RPKM_fwd_RNA.Seq	B4_RPKM_fwd_RNA.Seq	B5_RPKM_fwd_RNA.Seq	B6_RPKM_fwd_RNA.Seq	B7_RPKM_fwd_RNA.Seq	B8_RPKM_fwd_RNA.Seq	B9_RPKM_fwd_RNA.Seq	B10_RPKM_fwd_RNA.Seq
EFNA4	1.77	4.786	3.747	0.699	1.133	0.556	1.912	5.065	0.891	3.198
EFNA5	5.908	3.454	4.197	1.721	0.939	1.278	2.546	0.172	1.658	0.846
EFNB1	4.555	11.27	8.8	1.92	4.001	2.361	2.901	10.285	1.076	5.952
EFNB2	3.403	2.7	1.665	4.23	1.779	0.478	3.811	2.706	1.787	2.984
EFNB3	0.063	0.623	0.926	0.258	0.549	0.217	0.162	0.034	0.383	4.736
EFR3A	16.618	60.785	17.21	8.194	6.309	6.614	9.47	3.964	5.893	21.203
EFR3B	0.201	0.26	0.155	0.039	0.115	0.68	0.245	0.42	0.481	0.19
EFS	2.089	2.593	3.976	2.521	2.283	1.233	0.922	2.18	1.868	6.186
EFTUD1	9.651	14.932	7.433	6.599	11.561	3.035	4.423	12.181	5.076	11.766
EFTUD2	11.913	14.222	11.99	13.286	10.352	2.989	6.128	10.386	4.838	16.488
EGF	0.022	3.154	0.293	0.044	0.133	0.783	0.225	0.338	0.782	0.354
EGFL6	3.527	3.376	0.158	0.643	0.632	0.647	1.31	1.087	1.428	0.295
EGFL7	0.203	0.978	0.429	0.218	0.444	0	0.233	0.361	0.312	0.2
EGFL8	0.752	0.631	1.265	1.436	1.323	0.271	0.364	1.336	0.693	0.539
EGFLAM	0.096	0.39	0.194	0.224	0.595	0.993	0.325	0.672	0.698	0.362
EGFR	5.597	6.695	4.286	2.2	1.144	1.995	2.298	0.731	3.068	6.629
EGLN1	9.07	20.337	11.917	3.764	3.467	2.512	3.673	4.47	2.699	12.937
EGLN2	3.524	5.273	3.129	2.374	3.637	0.961	2.319	2.167	1.61	6.295
EGLN3	18.297	36.055	62.178	18.298	6.591	8.154	6.948	3.726	8.558	30.101
EGR1	0.697	13.549	0.827	1.651	3.124	0.557	2.549	2.305	2.536	0.444
EGR2	0.103	0.498	0.214	0.016	0.199	0.555	0.664	0.154	0.463	0.128
EGR3	0.081	0.348	0.128	0.033	0.24	0.233	0.626	0.156	0.224	0.389
EGR4	0.017	0	0	0	0	0.147	0.11	0	0.094	0.019
EHBP1	5.591	6.525	8.493	4.541	6.563	1.554	3.629	4.378	2.345	7.25
EHBP1L1	9.857	9.147	8.182	6.005	4.717	2.092	6.686	5.604	2.357	8.579
EHD1	1.896	3.861	1.473	1.413	1.038	0.404	0.786	1.483	0.454	3.527
EHD2	0.406	1.993	0.375	0.627	0.238	0.683	0.277	0.181	0.25	0.702
EHD3	9.146	8.584	19.02	7.438	1.925	1.79	3.13	1.616	2.007	8.974
EHD4	9.772	22.847	4.417	9.449	9.447	1.751	4.513	8.371	4.76	16.992
EHF	96.267	133.254	123.647	48.381	20.844	33.033	51.769	33.032	32.17	149.318
EHHADH	6.365	23.03	2.855	1.622	2.494	1.232	1.933	7.265	1.212	2.419
EHMT1	5.976	8.943	3.331	6.425	4.845	1.814	4.173	6.159	1.598	4.973
EHMT2	4.986	5.165	5.401	3.581	2.828	1.586	2.291	3.345	2.032	3.622
EI24	23.441	44.377	21.636	20.69	18.868	4.87	11.714	15.773	9.759	34.709
EID1	41.87	110.926	46.607	14.689	37.181	9.946	20.087	15.275	15.64	63.057
EID2	2.033	5.669	2.415	0.946	2.494	1.129	1.088	0.93	0.804	4.787
EID2B	0.043	0.168	0.206	0	0.977	0.562	0.056	0.145	0.42	0.301
EIF1	77.712	88.004	64.146	72.253	22.078	15.421	29.548	32.957	20.609	65.23
EIF1AD	4.177	7.092	4.173	2.704	3.096	1.972	1.929	3.191	1.417	6.802
EIF1AX	18.901	37.043	14.858	18.58	15.798	3.747	7.852	15.719	5.055	33.431
EIF1AY	16.503	1.668	13.621	0.07	10.244	0.126	0.15	0.194	0.403	14.846
EIF1B	14.112	27.372	9.212	8.637	6.416	3.799	7.743	6.824	4.648	16.086
EIF2A	29.454	46.159	20.763	18.077	13.685	4.956	11.542	4.785	4.735	18.298
EIF2AK1	17.669	26.346	17.715	12.019	17.986	5.323	6.833	8.857	4.841	24.989
EIF2AK2	19.103	28.957	19.452	20.799	14.868	3.859	9.432	9.431	6.955	30.599
EIF2AK3	15.633	15.29	15.612	9.56	11.053	3.835	6.137	9.309	4.145	21.15
EIF2AK4	13.652	11.188	9.259	3.517	9.599	2.029	5.355	6.313	5.547	11.667
EIF2B1	10.32	16.053	9.457	8.173	11.787	3.178	5.699	7.069	4.312	16.234
EIF2B2	4.384	8.337	4.678	2.567	4.694	3.629	3.458	3.746	3.125	6.572
EIF2B3	2.935	7.654	4.148	3.856	7.061	2.006	3.07	3.889	2.006	3.175
EIF2B4	5.804	7.9	5.728	3.374	5.017	2.212	3.003	5.065	2.54	7.153
EIF2B5	9.591	17.733	7.23	9.15	7.586	2.171	6.814	4.245	2.628	10.809
EIF2C1	4.29	6.47	4.717	5.975	5.781	1.449	2.501	3.961	2.097	7.18
EIF2C2	7.733	30.583	5.272	8.552	6.363	1.798	3.388	6.135	2.752	14.48
EIF2C3	4.384	4.041	4.351	4.836	7.172	1.63	3.999	4.367	2.182	4.873
EIF2C4	13.242	6.71	8.153	7.628	9.099	2.178	4.935	4.531	3.188	6.634
EIF2D	7.756	11.207	10.496	8.15	6.084	2.584	5.854	0.283	2.35	6.628
EIF2S1	10.909	22.661	12.576	9.215	9.559	4.28	5.494	6.451	3.872	16.519
EIF2S2	44.797	78.097	33.594	26.676	60.824	8.293	18.885	21.772	12.099	51.389
EIF2S3	87.63	133.192	69.066	48.606	69.317	21.789	34.963	39.877	19.297	51.959
EIF3A	69.11	98.608	57.72	43.336	40.25	12.716	23.112	29.554	17.798	68.366
EIF3B	19.665	37.513	21.846	24.796	22.328	5.44	9.418	22.13	6.137	33.944
EIF3C	61.893	67.186	30.896	38.446	20.502	11.227	21.797	14.159	14.357	46.299
EIF3CL	4.797	2.032	3.368	23.192	8.992	1.202	5.424	6.45	2.458	3.508
EIF3D	79.11	107.592	74.412	53.141	14.495	9.595	34.792	16.692	15.688	53.596
EIF3E	272.26	852.791	213.124	143.515	102.922	78.693	109.713	37.137	38.844	149.885
EIF3F	49.026	61.424	31.45	23.599	23.853	7.236	23.583	11.297	9.452	20.541
EIF3G	53.812	102.042	46.136	26.734	30.222	14.267	24.568	11.633	10.634	34.489
EIF3H	107.158	374.06	62.792	50.018	48.871	28.786	49.783	25.559	31.272	91.35
EIF3I	28.831	57.169	26.961	18.99	25.822	6.233	14.332	11.36	9.679	25.689
EIF3J	13.95	30.356	11.121	14.374	14.428	2.323	6.556	9.702	5.604	19.856
EIF3K	51.965	70.585	55.326	23.443	32.139	10.14	29.36	17.739	10.448	28.049
EIF3L	103.341	149.619	72.071	49.345	36.255	18.973	51.591	20.771	22.55	81.753
EIF3M	79.283	100.33	73.339	60.692	38.524	13.715	32.172	17.097	16.741	34.017
EIF4A1	173.924	321.669	222.993	135.411	108.663	18.622	76.177	55.275	46.781	248.482
EIF4A2	210.356	303.81	286.906	51.233	162.736	43.068	105.173	75.893	50.818	160.482
EIF4A3	15.656	34.877	15.131	10.842	16.982	4.737	6.718	12.321	4.198	27.155
EIF4B	273.383	405.868	204.054	130.067	89.62	32.758	51.476	32.106	31.504	129.899
EIF4E	12.595	27.282	14.855	8.003	11.346	3.052	7.473	6.573	5.711	27.787
EIF4E1B	0.02	0	0.097	0	0	0.443	0.159	0	0.681	0.011
EIF4E2	21.693	34.907	11.049	7.888	14.733	6.062	9.941	12.94	9.324	32.958
EIF4E3	5.663	8.037	3.615	3.354	3.478	0.825	2.275	3.903	1.382	2.438
EIF4EBP1	6.076	7.661	5.706	5.685	7.426	1.017	1.703	1.193	2.999	13.907
EIF4EBP2	32.496	32.405	24.158	13.046	12.88	4.618	12.861	25.583	4.848	37.634
EIF4EBP3	0.351	0.272	1.113	0.212	0.412	0.253	0	0	0.162	0.162
EIF4ENIF1	3.477	4.431	2.654	3.352	1.676	1.218	2.171	2.437	1.619	4.34
EIF4G1	33.86	60.838	35.092	36.298	18.623	7.373	15.224	19.839	12.835	73.558
EIF4G2	207.098	254.264	168.363	150.762	126.26	47.311	71.488	84.376	54.189	296.193
EIF4G3	12.579	14.632	14.624	14.566	14.016	3.734	9.942	8.983	4.899	15.26
EIF4H	56.301	116.924	48.697	34.312	35.435	14.621	24.212	27.209	16.409	82.912
EIF5	32.076	46.918	46.108	22.796	11.845	9.394	15.731	17.175	5.841	38.14
EIF5A	23.589	49.054	32.724	32.42	16.73	3.172	11.465	10.951	6.962	39.499
EIF5A2	0.709	0.43	0.087	0.097	0.339	0.189	0.302	0.604	0.283	0.361
EIF5AL1	0.39	0.343	0.801	0.369	0.415	3.004	1.088	0.829	2.129	1.117
EIF5B	16.715	15.181	12.152	18.158	7.444	3.236	7.106	9.394	5.531	13.541
EIF6	12.614	29.821	23.815	14.826	19.27	4.878	8.748	6.427	3.965	22.699
ELAC1	2.265	3.733	1.722	1.268	1.454	1.017	1.591	1.087	1.455	2.594
ELAC2	7.285	9.341	5.887	4.878	4.402	1.608	4.587	6.666	2.915	8.016
ELAVL1	5.737	8.452	4.744	4.369	4.391	1.01	2.302	3.402	1.867	9.211
ELAVL2	0.075	0.087	0.156	0	0.013	0.284	0.182	1.379	0.625	0.026
ELAVL3	0.008641	0	0.103	0	0	0.224	0.067	0.035	0.12	0.004796
ELAVL4	0.016	0.051	0.234	0	0	0.426	0.297	0.11	0.546	0.128
ELF1	46.128	52.715	37.092	31.461	14.273	10.984	22.285	16.306	12.192	60.919
ELF2	15.344	19.261	12.868	11.414	12.888	3.819	8.093	8.238	4.214	28.585
ELF3	32.735	87.697	69.271	60.438	33.563	9.04	52.209	61.976	15.655	46.229
ELF4	13.978	7.702	3.33	12.185	7.266	1.677	4.268	4.243	4.116	22.912
ELF5	0.848	16.185	4.74	1.271	0.288	2.308	3.205	4.253	3.306	5.938
ELFN1	0.086	0.301	0.077	0.013	0	0.047	0.489	0.043	0.09	0.084
ELFN2	0.009678	0	0.103	0	0.006812	0.105	0.056	0.026	0.161	0.013
ELK1	1.234	2.814	1.252	1.104	1.776	0.479	0.877	3.217	0.461	2.255
ELK3	2.313	5.274	3.932	2.202	1.721	0.731	1.579	1.003	1.093	4.019
ELK4	14.722	16.939	13.597	15.152	8.606	3.983	9.287	4.085	4.018	21.941
ELL	1.467	2.288	1.408	1.091	1.117	0.26	0.726	1.099	0.556	2.799
ELL2	4.811	11.309	6.486	4.466	3.212	2.428	3.534	0.919	3.112	3.989
ELL3	0.134	0.267	0.5	0.231	0.162	0.331	0.198	0.485	0.371	0.128
ELMO1	0.166	0.542	0.439	0.177	0.654	1.073	0.674	1.197	0.899	0.258
ELMO2	2.658	3.182	2.505	1.803	3.077	1.518	2.128	5.332	1.733	3.432
ELMO3	2.947	4.117	2.678	2.333	1.542	0.626	1.913	0.215	0.758	1.716
ELMOD1	0	0	0.129	0.033	0	0.292	0.297	0.216	0.749	0.158
ELMOD2	11.388	16.958	10.899	5.925	9.043	2.973	5.415	4.418	3.912	22.887
ELMOD3	2.092	1.174	1.925	2.272	2.797	1.129	2.093	1.168	1.122	2.024
ELMSAN1	2.469	2.861	2.288	2.444	1.029	0.768	1.492	3.438	0.943	3.045
ELN	0.197	0.485	0.248	0.028	0.033	0.551	0.135	0.232	0.514	0.219
ELOF1	5.241	7.257	3.207	2.204	4.583	0.515	1.846	2.7	1.759	5.729
ELOVL1	14.067	35.792	10.493	13.178	11.098	4.208	8.132	24.801	4.891	26.993
ELOVL2	0.04	0.169	0.142	0.036	0.238	0.815	0.231	0.397	0.55	0.187
ELOVL3	0	0	0.146	0	0.087	0.799	0.239	0.041	0.512	0.205
ELOVL4	0.106	0.102	0.283	0.096	0	0.742	0.205	0.441	0.512	0.345
ELOVL5	3.634	11.114	6.619	0.981	7.894	2.006	2.803	5.697	2.121	12.081
ELOVL6	14.456	17.386	9.52	12.107	6.549	1.185	4.297	5.79	3.533	20.846
ELOVL7	1.397	4.231	2.427	0.377	1.497	0.856	0.969	2.363	0.808	0.521
ELP2	24.189	37.247	18.608	15.913	17.046	4.4	15.487	34.399	6.474	19.875
ELP3	12.778	22.363	8.835	7.491	6.297	4.342	6.408	4.809	4.209	16.687
ELP4	4.88	8.239	4.661	4.02	4.507	0.669	3.367	2.238	1.358	2.207
ELP5	2.841	3.662	3.06	2.087	2.161	0.457	1.64	1.529	1.319	5.298
ELP6	5.188	6.597	3.847	3.294	5.235	1.943	2.943	2.8	1.66	5.676
ELSPBP1	0	0	0.091	0.046	0	0.495	0.247	0.102	0.317	0.212
ELTD1	1.14	5.264	0.717	0.958	2.235	0.724	0.909	1.849	0.836	1.824
EMB	10.544	2.88	7.784	7.502	12.861	3.813	7.359	3.381	4.549	8.687
EMC1	5.78	7.628	4.956	5.073	5.089	1.886	2.905	4.295	2.434	8.243
EMC10	8.175	13.927	5.859	5.306	3.752	1.804	4.161	6.313	2.753	9.339
EMC2	30.164	60.444	24.454	12.228	12.744	5.082	12.28	10.241	7.78	29.129
EMC3	20.042	49.092	15.128	14.695	15.03	7.12	12.238	18.484	6.326	25.615
EMC4	42.785	93.912	37.241	22.223	50.807	12.521	21.033	19.871	16.161	83.065
EMC6	4.826	8.51	4.513	4.028	3.614	0.444	2.784	3.492	2.416	9.403
EMC7	8.483	16.233	6.748	6.115	6.701	2.487	4.461	2.815	5.101	9.225
EMC8	2.74	4.372	2.055	2.238	1.711	0.979	1.756	1.813	1.426	4.848
EMC9	1.647	2.552	2.532	0.877	1.364	0.837	1.376	1.486	0.805	2.259
EMCN	0.812	6.349	0.309	0.484	1.369	1.212	0.595	0.748	0.86	1.752
EMD	2.689	3.323	3.661	2.37	2.552	0.131	1.873	2.055	1.255	3.119
EME1	0.223	0.612	0.49	0.56	0.823	0.817	0.2	1.031	1.094	1.021
EME2	0.426	0.11	1.012	0.985	0.4	0.307	0.871	0.237	0.196	0.433
EMG1	11.748	22.529	8.435	6.794	8.881	3.427	5.512	3.728	4.183	13.9
EMID1	0.192	0.267	0.046	0.023	0.081	0.166	0.198	0.077	0.159	0.202
EMID2	0.054	0	0.032	0	0.038	0.058	0.122	0.036	0.112	0.015
EMILIN1	0.329	1.194	0.073	0.198	0.376	0.222	0.557	0.301	0.284	0.998
EMILIN2	0.383	0.61	0.336	0.999	0.355	0.48	0.756	0.781	0.531	0.442
EMILIN3	0.021	0.016	0.1	0.077	0.015	0.091	0.109	0.014	0.117	0.076
EML1	1.056	1.386	0.85	2.948	0.252	0.696	0.566	2.506	2.279	2.13
EML2	6.841	9.586	6.575	2.427	2.775	1.241	5.226	0.296	2.06	1.964
EML3	2.573	2.561	1.919	4.126	1.68	1.181	1.701	1.177	1.067	3.353
EML4	21.946	51.783	18.533	8.906	23.238	3.874	14.856	21.595	6.661	20.917
EML5	0.35	0.061	0.362	0.109	1.446	0.877	0.452	3.213	0.843	0.307
EML6	0.907	1.74	0.93	0.081	0.377	1.246	1.084	1.01	1.098	1.527
EMP1	5.295	9.722	6.855	1.515	3.656	1.247	0.82	2.001	1.518	12.324
EMP2	8.691	57.47	8.069	9.717	56.187	5.903	4.88	7.852	4.518	24.387
EMP3	0.195	2.268	0.348	0.53	0.412	0.632	0.252	0.26	0.676	0.515
EMR1	0.012	0.309	0.207	0.015	0.035	0.646	0.225	0.083	0.449	0.132
EMR2	0.181	1.715	0.698	2.258	0.308	1.081	0.533	0.242	1.264	0.372
EMR3	0.053	0.245	0.125	0.042	0	0.76	0.204	0.164	0.535	0.146
EMX1	0	0	0	0	0	0.08	0.048	0.025	0.205	0.041
EMX2	5.407	5.432	0.498	0.236	0.688	0.543	2.814	2.515	0.425	0.287
EN1	0.137	0.085	0.227	0	0	0.059	0.088	0.018	0.038	0.015
EN2	0	0.074	0.028	0	0	0.103	0.077	0.032	0.132	0.02
ENAH	5.735	15.316	6.771	8.415	7.692	1.884	4.759	9.49	2.228	15.293
ENAM	0.00713	0	0.102	0.008606	0.01	0.893	0.23	0.2	0.849	0.245
ENC1	4.556	17.462	4.077	4.118	2.705	1.19	3.475	4.408	4.38	7.084
ENDOD1	5.552	36.43	8.397	3.111	3.398	1.713	1.981	4.173	2.291	10.201
ENDOG	2.12	4.379	0.252	1.194	1.343	0	0.639	0.613	0.489	0.667
ENDOU	0.049	0.025	0.391	0.04	0	0.497	0.064	0.132	0.683	0.146
ENDOV	0.313	0.205	0.343	0.145	0.136	0.572	0.155	0.225	0.433	0.294
ENG	1.241	2.137	0.361	1.283	0.838	0.492	1.259	0.76	0.456	0.829
ENGASE	1.656	2.901	1.112	2.825	3.168	0.622	1.744	1.705	1.396	4.347
ENHO	0	0	0	0	0	0	0.097	0.1	0	0
ENKD1	1.342	2.363	1.812	0.444	0.815	0.341	0.951	0.491	0.947	2.219
ENKUR	0.011	0.05	0.231	0	0.061	0.888	0.196	0.751	0.779	0.186
ENO1	69.424	213.521	176.442	62.206	70.963	27.508	26.691	60.719	36.289	56.222
ENO2	3.323	4.811	17.849	2.539	6.511	2.236	0.798	6.702	1.849	3.086
ENO3	0.053	0.246	0.441	0.128	0.149	0.343	0.411	0.636	0.88	0.309
ENO4	0.071	0.044	0.201	0	0.02	1.281	0.31	0.207	0.508	0.18
ENOPH1	11.209	20.475	10.499	7.08	10.746	3.211	5.862	7.313	4.06	27.839
ENOSF1	5.522	2.368	3.77	6.823	3.614	1.516	4.089	3.833	1.579	1.871
ENOX1	0.078	0.981	0.43	0.047	0.073	0.559	0.384	0.414	1.074	0.158
ENOX2	3.075	5.287	2.642	1.541	3.226	1.128	1.486	1.818	0.803	3.939
ENPEP	0.049	1.568	0.327	0.704	1.186	1.33	0.502	1.145	1.031	5.039
ENPP1	0.283	0.463	0.297	0.006562	0.015	0.658	0.484	0.362	0.542	0.504
ENPP2	9.617	3.29	1.806	0.612	0.866	1.876	4.238	3.057	1.77	1.701
ENPP3	0.013	0.04	0.395	0	0.054	1.491	0.363	0.239	1.168	0.326
ENPP4	5.74	11.195	6.079	3.767	3.006	0.299	3.672	3.666	1.412	4.832
ENPP5	4.083	5.601	6.14	1.709	2.516	0.297	3.568	2.622	1.636	0.9
ENPP6	0.051	0	0.073	0.025	0.058	0.71	0.159	0.137	0.285	0.126
ENPP7	0	0	0.157	0	0.031	0.095	0.028	0	0.182	0.012
ENSA	15.998	47.899	22.514	11.18	34.641	4.427	12.931	18.197	8.052	27.335
ENTHD1	0	0.046	0.213	0	0.021	0.58	0.154	0.06	0.455	0.133
ENTHD2	0.601	0.219	0.42	0.769	0.697	0.382	0.411	0.873	0.343	0.52
ENTPD1	0.406	1.793	0.471	0.407	0.95	0.923	0.675	0.681	1.003	0.527
ENTPD2	0.058	0.03	0.091	0.07	0.054	0	0.05	0.051	0.053	0.032
ENTPD3	19.15	18.355	12.181	10.63	2.814	9.261	9.932	1.333	6.135	56.446
ENTPD4	13.255	11.839	9.045	9.995	4.974	3.142	6.99	2.141	3.362	20.071
ENTPD5	5.96	31.716	2.897	6.006	1.994	2.379	3.962	11.173	2.559	4.137
ENTPD6	4.028	6.603	2.958	3.448	4.681	0.886	2.516	1.719	1.135	2.382
ENTPD7	3.169	7.062	4.145	2.808	3.229	3.698	3.42	1.198	2.409	8.081
ENTPD8	0	0.169	0	0	0	0	0.071	0	0.05	0.02
ENY2	7.758	27.497	5.673	4.065	5.966	3.518	3.119	6.056	3.401	11.507
EOGT	16.455	15.584	5.435	3.222	6.387	3.506	8.812	2.138	4.791	13.62
EOMES	0.044	0.068	0.07	0.018	0.021	0.508	0.209	0.411	0.407	0.147
EP300	11.901	9.013	11.146	15.328	4.707	2.494	6.553	9.718	4.372	12.331
EP400	3.699	1.796	3.371	5.649	2.455	0.695	2.087	3.018	1.528	4.056
EPAS1	22.046	16.729	17.544	23.792	12.205	6.834	5.299	3.728	7.523	45.287
EPB41	15.239	19.184	3.956	15.568	19.698	2.222	6.85	19.499	3.774	13.343
EPB41L1	3.15	7.672	2.148	3.672	7.992	1.371	4.083	7.882	1.641	7.528
EPB41L2	3.761	10.82	2.194	2.574	3.912	1.813	3.306	2.038	3.602	1.305
EPB41L3	1.993	1.142	0.584	0.264	0.282	1.848	1.163	0.4	1.965	31.111
EPB41L4A	6.644	8.268	3.063	1.369	3.001	2.042	4.617	4.677	2.26	2.08
EPB41L4B	2.594	3.896	0.439	1.613	2.239	0.571	1.01	3.269	0.922	0.997
EPB41L5	4.19	2.895	2.022	1.189	1.387	1.39	1.656	1.96	1.285	2.276
EPB42	0	0.049	0.151	0.019	0	0.757	0.247	0.042	0.573	0.088
EPB49	1.664	1.203	0.234	0.074	0.399	0.746	0.716	0.756	0.546	0.575
EPC1	9.403	15.318	10.558	6.823	6.824	1.92	6.402	5.334	3.614	12.318
EPC2	16.512	19.502	14.967	8.114	6.367	3.264	8.293	7.765	4.43	15.973
EPCAM	27.435	128.771	18.573	12.62	42.071	4.273	14.231	55.554	7.627	60.318
EPDR1	2.503	13.213	0.07	0.125	0.188	0.32	0.65	1.382	0.574	0.279
EPG5	3.846	3.035	3.149	4.307	2.454	1.363	2.641	2.864	1.746	4.645
EPGN	0.09	0.07	0.178	0.181	0.063	1.038	0.33	0.38	0.582	0.333
EPHA1	1.131	7.268	5.23	5.155	1.677	1.143	1.118	2.326	1.066	9.268
EPHA10	0.091	0.217	0.13	0.088	0.137	0.289	0.134	0.106	0.303	0.061
EPHA2	4.113	9.012	6.183	2.833	1.451	1.543	4.402	1.211	1.667	12.66
EPHA3	0.327	1.155	0.446	0.227	0.444	0.733	0.493	0.348	0.705	0.67
EPHA4	2.683	5.045	4.315	0.2	8.165	1.239	1.053	1.649	1.57	9.908
EPHA5	0.026	0.007975	0.171	0	0.022	0.845	0.319	0.288	0.698	0.349
EPHA6	0.058	0.059	0.638	0.012	0	0.704	0.372	0.294	0.982	0.405
EPHA7	0.846	2.254	0.217	0.191	0.772	1.263	0.44	0.252	0.742	1.102
EPHA8	0.007477	0	0.142	0	0.011	0.323	0.058	0.03	0.103	0
EPHB1	0.026	0.094	0.288	0.042	0	0.635	0.223	0.127	0.742	0.168
EPHB2	0.133	2.767	0.178	0.191	1.334	0.574	0.397	1.175	0.483	1.545
EPHB3	0.134	1.322	0.182	0.451	0.216	0.124	0.099	1.138	0.239	1.469
EPHB4	1.33	1.656	5.655	1.964	2.278	0.603	0.804	2.12	0.515	2.565
EPHB6	5.154	3.813	2.971	4.058	0.606	1.21	2.158	1.481	1.191	13.202
EPHX1	0.785	7.555	1.965	2.278	1.313	1.191	1.068	1.64	0.587	2.907
EPHX2	1.956	4.187	5.872	1.438	1.026	2.151	2.664	0.19	1.329	2.448
EPHX3	0.334	1.714	2.43	1.285	0.059	0.451	0.431	0.752	0.636	0.487
EPHX4	0.589	0.217	0.866	0.102	1.5	0.606	0.543	1.122	0.31	1.494
EPM2A	1.401	1.555	1.026	0.493	0.592	0.656	0.859	1.526	0.743	0.894
EPM2AIP1	4.394	7.245	4.793	3.899	5.053	0.963	2.816	3.945	1.882	5.101
EPN1	2.554	2.958	2.592	2.514	2.025	0.857	1.377	2.629	0.755	3.984
EPN2	3.648	4.9	3.28	6.544	3.31	0.687	2.075	1.138	1.483	6.915
EPN3	2.689	5.697	2.178	5.235	2.016	1.38	2.142	3.641	1.283	8.514
EPO	0	0	0	0	0	0.394	0.079	0.041	0.505	0.034
EPOR	0.564	0.026	0.354	0.16	0.467	0.358	0.685	0.155	0.046	0.405
EPPIN	0	0.032	0.097	0	0	0.088	0	0.054	0.056	0
EPPIN-WFDC6	0	0	0.103	0.026	0.031	0.845	0.196	0.232	0.301	0.169
EPPK1	4.711	20.402	11.958	11.95	3.611	2.114	12.062	3.313	2.605	11.572
EPRS	24.428	73.343	36.182	18.929	21.76	4.356	10.823	10.866	8.554	25.405
EPS15	16.787	27.386	9.553	16.85	15.602	3.889	11.481	9.919	5.045	17.278
EPS15L1	1.249	1.399	1.119	2.436	1.78	0.678	0.923	1.571	0.87	1.813
EPS8	39.645	34.375	23.639	15.803	22.422	6.893	17.111	8.604	7.71	73.051
EPS8L1	2.115	10.839	3.69	4.624	1.479	0.703	2.33	0.947	1.597	1.609
EPS8L2	8.038	10.874	13.004	10.649	5.44	1.669	7.301	4.861	3.138	6.491
EPS8L3	0.122	3.321	0.083	2.356	3.485	0.602	0.27	0.418	0.579	0.639
EPSTI1	1.643	1.997	1.021	1.983	0.302	0.928	0.718	1.096	2.309	1.396
EPT1	6.4	16.892	8.607	8.662	11.673	2.902	4.062	7.433	3.086	18.156
EPX	0	0	0	0	0.021	0.45	0.135	0.02	0.124	0.025
EPYC	0.026	0	0.125	0	0	0.227	0.272	0.421	0.873	0.35
EQTN	0.156	0	0.278	0.094	0	0.842	0.151	0.26	1.187	0.346
ERAL1	3.126	4.636	3.265	3.05	3.246	2.203	1.403	2.513	1.473	5.598
ERAP1	12.374	8.618	9.824	9.487	5.544	3.89	7.542	2.935	3.821	4.709
ERAP2	9.448	7.334	1.739	5.251	3.583	8.2	3.103	0.711	5.865	0.793
ERAS	0	0	0	0	0	0.138	0	0.128	0	0.053
ERBB2	15.388	23.445	8.004	17.106	9.932	3.818	7.234	26.171	5.418	56.808
ERBB2IP	39.535	51.944	43.842	20.264	23.619	10.653	19.2	25.767	9.944	29.588
ERBB3	24.805	50.123	12.788	32.462	15.589	5.898	7.718	28.758	6.818	67.831
ERBB4	0.472	0.116	1.556	0.086	0.009554	1.055	0.478	0.367	0.789	0.356
ERC1	5.886	4.593	4.519	5.207	3.568	1.442	2.626	2.689	1.739	3.881
ERC2	0.033	0.01	0.736	0	1.29	0.683	0.485	1.503	0.821	0.311
ERCC1	1.882	3.079	2.576	2.605	3.352	0.827	1.441	0.496	0.942	2.148
ERCC2	0.816	1.388	1.112	1.227	1.393	0.404	0.76	0.571	0.778	1.537
ERCC3	7.165	8.273	6.501	6.304	4.701	1.779	3.552	4.12	3.299	6.965
ERCC4	2.268	2.929	1.535	1.271	5.029	0.827	1.46	1.452	0.994	1.976
ERCC5	17.213	21.57	9.035	9.252	4.517	0.385	3.235	2.602	0.603	10.581
ERCC6	5.492	6.128	5.062	3.708	4.211	1.671	3.259	1.217	2.318	9.089
ERCC6L	0.971	1.415	1.394	1.346	2.951	0.706	0.236	2.039	0.559	1.905
ERCC6L2	4.527	3.493	1.82	3.384	2.745	0.677	2.912	2.322	1.085	3.32
ERCC8	3.325	3.771	3.48	3.273	2.675	1.197	3.118	1.32	1.699	2.604
EREG	0.035	0.041	0.042	0.063	0.074	0.566	0.192	0.187	0.218	2.838
ERF	1.271	3.081	1.386	1.137	1.011	0.905	0.657	0.499	0.704	1.785
ERG	0.322	1.083	0.233	0.152	0.315	0.937	0.307	0.252	0.716	0.287
ERGIC1	17.693	44.591	25.009	8.615	11.853	6.846	10.605	4.447	6.027	16.053
ERGIC2	29.439	41.087	25.312	14.702	19.455	8.852	17.639	10.141	8.95	44.365
ERGIC3	37.644	54.137	33.42	33.567	49.618	11.515	19.504	27.49	9.429	48.147
ERH	41.771	97.332	37.436	24.446	34.558	11.782	24.066	29.772	13.283	75.24
ERI1	6.233	7.238	2.603	3.576	3.567	1.704	2.468	1.602	2.306	6.213
ERI2	5.684	8.774	6.26	3.726	11.047	1.454	3.03	3.501	2.077	7.638
ERI3	2.948	5.142	3.805	3.306	4.281	1.003	1.978	2.879	0.707	3.955
ERICH1	8.856	10.236	6.247	7.379	5.284	1.942	4.324	2.967	3.049	6.562
ERICH2	0.539	1.46	0	0	0	1.163	0.435	0.539	0.745	0.262
