Feature.ID	ST3_RPKM_fwd_RNA.Seq	SB3_RPKM_fwd_RNA.Seq	SC3_RPKM_fwd_RNA.Seq	SL3_RPKM_fwd_RNA.Seq	SC4_RPKM_fwd_RNA.Seq	SL4_RPKM_fwd_RNA.Seq	ST4_RPKM_fwd_RNA.Seq	SB4_RPKM_fwd_RNA.Seq	SC2_RPKM_fwd_RNA.Seq	SL2_RPKM_fwd_RNA.Seq	SB2_RPKM_fwd_RNA.Seq	ST2_RPKM_fwd_RNA.Seq	SC1_RPKM_fwd_RNA.Seq	SL1_RPKM_fwd_RNA.Seq	SB1_RPKM_fwd_RNA.Seq	ST1_RPKM_fwd_RNA.Seq
BCAR3	0.882	0.948	0.846	0.555	0.253	0.417	1.406	1.047	1.235	0.728	0.316	1.385	1.225	0.506	8.06	0.956
BCAS1	0.805	0.549	1.823	0.055	2.17	0.014	0.614	0.033	1.292	0	7.075	0.898	4.627	0.474	0.437	1.389
BCAS2	3.054	8.7	4.858	5.435	9.509	1.694	2.82	4.807	9.957	0.321	6.821	6.161	4.624	2.9	12.58	4.891
BCAS3	1.611	1.655	1.831	1.185	0.654	1.383	0.927	0.632	1.656	1.044	4.072	2.388	2.447	1.639	7.159	2.34
BCAS4	1.444	0.112	0.558	0.048	0.758	0.036	1.699	0.17	0.915	0	0.618	1.598	0.227	0	0.673	1.327
BCAT1	1.021	1.306	1.059	0.194	1.154	0.474	1.453	0.056	1.405	0.45	3.679	1.171	1.132	0.446	3.364	1.298
BCAT2	0.539	0.126	1.108	0.16	0.26	1.681	0.414	0	1.656	1.832	6.599	0.78	0.952	0.182	2.011	0.719
BCCIP	2.011	2.455	3.494	2.272	5.446	1.936	2.464	1.723	2.193	1.737	4.21	3.596	3.467	1.753	3.171	2.692
BCDIN3D	0.928	0.278	0.335	0.255	0.612	0	0.747	0	0.785	2.447	0.714	0.636	0.619	0.776	0.367	0.778
BCHE	0.748	0.267	0.223	8.872	0.019	0.981	0.015	4.099	0.013	1.197	0.248	0.016	3.061	6.022	0	0
BCKDHA	0.85	1.302	1.382	5.435	1.174	2.057	0.663	0.064	1.584	0.236	1.993	1.275	1.785	1.913	3.177	1.004
BCKDHB	1.421	1.569	3.413	4.937	0.748	0.685	0.921	1.075	1.392	0.676	4.048	2.269	5.71	3.839	4.458	1.858
BCKDK	0.891	1.432	2.037	4.582	1.426	2.319	0.71	0.052	1.827	1.733	1.271	1.04	2.465	1.784	9.008	1.295
BCL10	2.149	6.127	3.576	1.542	5.26	0.541	1.243	0.11	6.064	0.404	2.58	3.693	3.04	0.999	8.297	3.423
BCL11A	2.646	0.849	0.759	0.094	2.442	0.368	5.832	1.546	0.321	0.112	1.217	5.657	0.712	0.352	0.17	5.278
BCL11B	3.691	2.222	1.638	0.237	1.93	0.768	2.983	0.204	0.826	1.017	2.686	6.881	2.003	0.732	1.165	7.601
BCL2	2.829	2.062	0.453	0.434	0.853	1.197	2.394	0.069	1.473	0.822	0.935	6.987	0.8	0.41	1.037	6.058
BCL2A1	1.256	0.479	1.517	0.813	0.147	0.713	2.573	0	1.507	0.444	2.285	4.012	1.292	1.131	5.479	3.168
BCL2L1	1.977	4.139	21.561	13.249	16.797	7.542	2.414	4.053	11.145	12.265	4.771	3.795	12.733	1.515	28.353	3.66
BCL2L10	0.364	0.17	0.077	0.432	0.626	0	0	0	0	0	0	0	0.137	0.219	0	0
BCL2L11	2.027	2.271	3.717	1.418	1.065	1.824	2.681	0.844	1.549	2.291	4.349	2.976	3.353	1.311	4.409	6.179
BCL2L12	0.406	0.244	0.514	0.207	1.222	0.336	0.535	0	0.366	1.128	0.268	0.252	0.427	0.261	0.351	0.093
BCL2L13	1.158	2.406	2.018	4.108	1.868	0.725	1.048	0.645	2.755	2.448	2.377	2.605	3.229	2.433	4.384	2.526
BCL2L14	0.289	0	0.824	0.172	2.694	0.065	0.115	0	0.419	0	0.346	0.14	0.682	0.478	0.178	0.103
BCL2L15	0.498	0.071	1.698	0.064	2.475	0.009654	0.348	0.435	1.942	0.084	0.156	0.345	2.119	0.448	0.087	0.243
BCL2L2	0.088	0.247	0.093	0.07	0.076	0	0.03	0	0.115	0	0.015	0.021	0.05	0	0.326	0.031
BCL2L2-PABPN1	6.166	9.521	9.562	8.244	17.182	13.253	9.563	4.067	11.797	9.627	13.721	7.031	9.665	3.323	23.597	8.147
BCL3	1.155	3.959	3.252	10.242	3.177	12.363	2.545	1.039	2.894	3.368	2.223	1.402	2.189	3.693	2.733	1.048
BCL6	1.977	3.902	2.793	10.28	1.897	9.964	6.087	4.788	3.47	2.421	6.38	3.091	3.647	3.683	3.191	4.004
BCL6B	0.519	0.612	0.502	0.598	0.525	1.348	0.396	0.032	1.237	0.831	0.266	0.431	0.829	0.605	0.246	0.326
BCL7A	0.956	0.622	1.137	0.499	0.635	0.646	2.129	0.031	0.183	0	0.536	0.777	0.984	0.444	1.382	0.882
BCL7B	2.202	3.931	5.932	5.822	3.948	2.104	2.622	3.664	4.549	7.338	4.585	4.012	6.835	2.55	15.226	3.627
BCL7C	0.251	1.346	1.35	1.191	1.294	0	0.857	0	2.597	0.488	1.352	0.955	2.059	0.452	5.559	0.536
BCL9	0.84	1.343	1.508	0.376	3.567	0.031	0.955	0.454	1.024	0	4.022	1.112	1.184	0.757	2.561	0.851
BCL9L	0.793	1.959	1.716	0.503	1.333	1.768	1.596	1.428	1.11	0.162	1.271	1.426	1.07	0.326	4.071	1.143
BCLAF1	6.492	11.576	9.21	4.712	18.665	6.121	10.014	3.28	6.546	0.691	12.848	13.94	10.901	2.563	9.452	11.914
BCMO1	0.444	0	0.758	0.026	0.343	0	0.076	0	0.106	0	0.046	0.016	0.602	0.719	0.045	0.071
BCO2	1.146	1.67	0.907	20.844	1.324	8.819	0.538	2.2	0.14	0.696	0.147	0.584	0.811	1.807	0.541	0.612
BCOR	1.548	1.905	2.05	1.713	3.285	2.605	2.485	0.879	1.187	0.62	2.039	3.567	2.167	0.862	0.996	2.291
BCORL1	0.362	0.423	1.004	0.34	1.201	0.094	0.356	1.519	0.816	0.117	0.45	0.367	0.547	0.19	0.75	0.274
BCR	0.917	2.536	1.229	1.761	1.663	1.885	1.178	2.303	1.403	1.933	2.106	1.728	2.101	0.686	5.467	1.593
BCS1L	0.939	1.401	1.347	0.854	1.802	1.703	1.112	0	2.291	1.46	3.341	1.156	1.062	0.845	1.891	1.303
BDH1	0.846	0.857	1.736	10.229	1.079	4.516	0.668	0.154	1.156	1.361	2.022	0.909	2.658	4.993	0.509	0.903
BDH2	0.995	0.945	0.7	1.771	1.474	2.137	0.705	0	2.035	1.29	1.022	0.882	2.274	1.428	1.547	0.945
BDKRB1	0.083	0.386	0.105	0.098	0.64	0	0	0.088	0.074	0	0.085	0.06	0.047	0.522	0	0
BDKRB2	0.333	6.973	1.12	0.441	4.399	1.373	0.096	0.027	1.832	0.1	0.474	0.335	1.451	0.092	0.568	0.438
BDNF	0.278	0.156	0.079	0.083	0.018	0	0.029	0	0.209	0	0.193	0.035	0.079	0.364	0.159	0.037
BDP1	3.83	6.731	3.204	2.629	11.092	3.849	6.195	2.634	3.923	1.7	5.423	8.652	5.73	1.987	5.82	7.149
BEAN1	0.092	0.128	0.058	0.073	0.237	0.014	0.052	0	0.037	0	0.047	0.011	0.087	0.083	0.277	0.016
BECN1	5.124	8.198	18.817	7.925	21.223	6.564	5.645	2.925	17.664	7.811	17.763	10.937	12.249	3.619	25.005	10.564
BEGAIN	0.077	0.054	0.024	0	0.016	0.41	0.026	0.041	0.023	0	0	0.056	0.022	0.035	0.154	0.02
BEND2	0.504	0.011	0.073	0.014	0	0	0.031	0.825	0.041	0	0	0.008303	0.013	0.392	0.023	0.012
BEND3	0.307	0.181	0.419	0.403	0.465	0.447	0.298	1.934	0.32	0	2.431	0.228	0.466	0.277	1.242	0.207
BEND4	0.693	0.023	0.054	0.058	0	0.022	0.548	0	0	0.236	0.243	0.723	0.062	0.307	0	0.623
BEND5	0.162	0.038	0	0	0	0	0.166	2.744	0.024	0	0.208	0.47	0	0	0.027	0.13
BEND6	0.638	0.539	0.227	0.189	0	0	0.163	0	0.024	1.085	0.041	0.13	0.158	0.646	3.774	0.149
BEND7	0.591	0.568	3.148	2.105	1.017	0.016	0.178	0.037	0.094	0	1	0.214	1.496	0.909	0.537	0.223
BEST1	0.191	0.252	0.202	0.113	0.52	0.142	0.196	0.067	0.22	0	0.229	0.081	0.126	0.201	0.342	0.085
BEST2	0.282	0	0	0	0	0	0.192	0	0.101	0	0.029	0.061	0	0.051	0	0.21
BEST3	0.403	0	0.055	0.085	0.062	0	0.069	0	0.035	0	0	0.052	0.033	0.622	0.009664	0.031
BEST4	0.257	0	0.032	0.03	0	0.298	0.053	0	0	0	0.026	0.019	0.087	0.139	0.086	0.027
BET1	1.407	1.263	2.003	1.064	2.222	0.345	1.249	2.085	2.617	1.914	2.238	2.714	2.587	0.823	3.907	2.872
BET1L	1.712	1.477	2.327	2.182	1.894	1.039	1.182	1.427	2.415	0.142	1.85	2.203	2.081	1.148	4.657	1.691
BET3L	0.29	0	0.245	0.172	0	0	0	0	0	0	0.05	0.07	0	0.61	0.032	0
BEX1	0.125	0	0.632	0	0.054	0.501	0.043	0	0.525	0	0.064	0	0	0.112	0	0
BEX2	0.458	0.427	0.811	0.054	2.872	0.449	0.563	0	0	0	1.926	0.763	0.104	0.33	1.168	1.026
BEX4	1.176	3.054	1.7	0.598	0.722	3.37	0.803	4.089	2.116	0	2.5	1.399	0.57	0.378	6.624	1.434
BEX5	0.529	0.148	0	0.063	0	0	0.181	0	0.667	0.412	0.054	0.575	0.06	0.191	0.107	0.169
BFAR	1.733	2.194	3.022	3.252	6.006	2.619	2.102	0.075	4.851	1.375	4.521	3.64	5.324	0.956	6.97	2.53
BFSP1	0.608	0.101	0.165	0.052	1.045	0.039	0.044	0	0.508	0	0.178	0.047	0.246	0.352	0.292	0.093
BFSP2	0.397	0	0	0	0	0	0.158	0	0	0	0	0	0.037	0.179	0	0.071
BGLAP	0	0.184	0	0.117	0	0	0	0.836	0	0.768	0	0	0	0	0	0
BGN	0.749	5.874	23.719	7.446	21.487	25.969	0.873	4.897	80.311	4.281	3.481	1.133	10.616	2.578	15.45	1.434
BHLHA15	0.457	0.071	0	0.452	0	1.088	0.052	0	0.091	0	0.626	0.608	0.173	0.137	0.358	0.407
BHLHB9	0.427	0.598	0.732	0.209	1.081	1.312	0.429	0.053	0.785	0.88	1.691	0.474	0.939	0.362	1.139	0.483
BHLHE22	0.222	0.931	0.04	0.169	0.041	0.184	0.097	0.067	0.048	0	0.26	0.161	0.018	0.228	0.213	0.22
BHLHE40	4.398	57.175	30.883	31.536	30.474	50.272	6.385	3.718	26.499	10.066	5.68	7.903	14.228	7.347	30.681	8.179
BHLHE41	2.079	1.461	0.595	0.101	1.212	0.914	3.239	0.271	3.367	3.764	6.08	5.21	4.318	0.205	4.216	4.135
BHMT	0.56	0.04	0.627	90.745	1.499	19.646	0.294	5.835	0.297	57.25	39.071	0.094	19.685	68.562	0.058	0.184
BHMT2	0.893	0.53	2.056	69.029	0.995	23.869	0.61	13.07	0.658	45.938	0.313	0.633	10.224	26.038	0.123	0.455
BICC1	1.45	3.927	1.66	0.409	1.439	0.939	0.483	0.767	3.117	0.939	0.744	1.626	2.499	1.181	3.047	1.732
BICD1	1.47	1.93	0.835	0.285	1.173	0.241	2.356	1.747	3.042	0	1.278	2.597	2.053	0.459	1.873	1.457
BICD2	2.08	13.707	1.656	1.891	1.839	2.192	3.61	2.665	2.618	1.761	4.452	3.319	1.984	0.68	6.752	3.842
BID	0.931	1.302	1.536	2.616	1.339	1.083	1.189	0.086	2.999	1.101	2.617	1.583	1.511	1.203	5.624	1.62
BIK	0.904	0.316	2.573	0.067	1.262	0	1.003	0	2.203	0	0.232	1.023	0.767	0.102	2.351	0.663
BIN1	1.745	2.219	1.933	1.388	3.461	0.69	1.314	0.588	2.88	0	0.59	1.997	2.581	0.607	7.482	2.329
BIN2	6.427	1.498	1.047	0.664	1.297	3.344	8.032	9.382	1.344	1.893	2.649	9.701	1.488	1.14	2.631	7.952
BIN3	0.636	1.994	1.865	0.994	0.472	2.165	0.77	0.122	0.589	1.572	0.712	1.068	0.948	0.677	1.513	0.925
BIRC2	4.114	6.638	8.066	4.401	6.813	3.309	5.888	0.909	4.354	0.785	6.904	8.906	6.983	2.773	23.527	9.606
BIRC3	11.417	4.075	4.041	15.004	5.262	13.011	24.006	4.75	3.86	2.786	3.821	20.626	3.366	1.725	11.11	31.411
BIRC5	0.917	0.651	1.539	0.047	0.668	0.018	1.089	1.098	2.022	0	6.302	0.809	1.624	0.215	3.587	1.277
BIRC6	6.67	8.138	9.196	5.493	6.833	4.32	8.282	4.754	5.089	3.545	14.137	15.614	13.23	3.538	14.559	13.901
BIRC7	0	0	0.206	0	0.035	0	0	0.086	0.293	0	0.084	0.03	0.599	0.073	4.155	0
BIRC8	0.266	0	0.034	0.032	0	0	0.018	0	0.032	0	0	0	0	0.192	0	0
BIVM	1.108	1.938	3.472	2.219	3.871	1.78	0.89	0.147	2.103	0	3.015	1.506	3.261	1.323	5.32	1.568
BIVM-ERCC5	3.181	2.996	4.252	0.956	3.859	1.69	3.475	1.086	1.878	0.57	4.351	3.981	3.73	1.96	2.557	3.877
BLCAP	2.458	6.423	21.347	6.109	10.856	5.141	3.315	4.936	4.997	9.062	14.443	4.821	7.146	3.359	12.376	4.864
BLID	0	0.058	0.079	0	0.054	0	0	0	0	0	0	0.045	0.353	0	0	0
BLK	1.912	0.252	0.026	0.074	0	0.463	3.592	0.176	0.262	0	0.085	4.803	0.071	0.037	0.07	3.261
BLM	1.688	0.455	0.632	0.071	0.266	0.021	1.738	0.025	0.364	0	3.538	2.816	1.022	0.6	3.144	2.31
BLMH	1.74	3.858	3.92	1.737	3.502	2.025	1.899	0.09	4.227	0.165	5.096	3.997	2.929	1.681	2.962	4.145
BLNK	2.775	3.222	2.616	9.667	0.939	2.265	6.535	0	4.323	0.23	3.091	12.28	3.04	2.127	1.387	9.96
BLOC1S1	1.862	4.603	6.128	11.71	2.001	4.901	2.417	2.563	11.511	15.205	5.353	4.386	6.428	3.187	8.94	4.97
BLOC1S2	2.059	3.163	1.456	2.515	1.597	0.414	2.207	5.429	1.829	7.064	5.865	3.862	2.924	1.091	2.697	3.341
BLOC1S3	0.58	0.386	1.31	0.516	0.356	0.388	0.735	0	1.118	5.795	1.296	0.72	0.445	0.261	1.362	0.619
BLOC1S4	0	0.422	1.102	0.454	0.269	0.404	0.238	0	0.501	0	0.715	0.58	0.67	0.125	1.893	0.632
BLOC1S5	0.657	1.351	1.247	2.383	2.789	0.069	0.95	0.041	2.689	0.751	1.725	2.225	1.552	0.139	5.497	2.185
BLOC1S6	4.206	6.496	5.358	5.492	3.686	3.959	5.467	2.024	5.032	5.416	8.622	8.174	11.467	2.534	9.801	8.748
BLVRA	1.466	3.973	2.087	0.924	0.512	1.553	1.033	1.067	9.648	0.712	2.163	3.186	2.022	0.66	6.735	3.472
BLVRB	0.88	3.167	2.785	14.098	1.838	4.038	0.172	10.518	5.811	12.222	1.936	1.503	3.202	3.624	7.683	1.007
BLZF1	1.532	5.305	2.557	1.625	4.291	1.118	1.443	0.197	3.581	6.68	8.7	3.6	5.675	1.798	9.166	3.322
BMF	1.467	0.495	1.057	0.495	1.533	0.675	1.527	2.677	1.294	0.088	1.24	2.159	1.341	0.264	1.879	3.314
BMI1	3.076	2.751	5.382	2.01	1.727	0.7	0.729	0.166	0.772	0	6.201	5.139	5.753	0.565	13.094	5.93
BMP1	0.385	2.551	1.723	1.219	1.281	2.051	0.316	1.876	2.936	0.2	0.316	0.437	1.25	0.601	5.371	0.329
BMP10	0.204	0	0.43	1.612	0	0.182	0.023	0	0.041	0	0.035	0	0.385	1.346	0	0.073
BMP15	0.171	0	0.054	0	0	0	0	0	0	0	0	0	0	0.077	0	0
BMP2	0.068	4.127	1.773	1.743	0.22	1.372	0.21	0	0.328	0.133	0.21	0.297	2.9	0.492	0.826	0.365
BMP2K	4.153	5.648	4.974	1.715	2.73	1.378	5.682	1.073	3.145	3.556	3.78	9.322	5.356	1.224	10.272	8.338
BMP3	0.695	0.061	0.083	0.022	0.202	0	0.276	0	0.349	0.073	1.079	0.599	0.032	0.304	0.076	0.511
BMP4	0.311	1.355	1.511	0.308	1.495	0.394	0.372	2.088	1.651	0.404	0.506	0.715	4.17	0.327	13.345	0.831
BMP5	0.545	0	0.314	0.412	0.107	1.503	0.085	0.21	0.015	0.385	0.458	0.108	0.112	1.116	0	0.106
BMP6	1.04	1.423	0.395	0.329	0.611	0.433	0.201	1.762	0.426	0	0.356	1.495	0.353	0.375	0.419	1.425
BMP7	0.347	1.594	0.456	0.095	0.574	0.036	0.1	0.876	0.825	0	0.219	0.271	2.342	0.337	0.036	0.228
BMP8A	0.134	0.758	0.448	0.102	0.428	0.077	0.072	0.02	0.482	0	0.157	0.146	0.076	0.138	0.572	0.123
BMP8B	0.314	0.226	0.939	0.102	0.613	0.382	0.107	1.873	0.377	0.666	2.987	0.258	0.145	0.128	0.833	0.061
BMPER	0.342	0.09	0.122	0.584	0.175	0.63	0.022	0	0.051	0.25	0.055	0.039	0.448	0.597	0.072	0.023
BMPR1A	1.578	3.318	3.372	1.289	2.38	1.288	0.773	0.473	3.707	0.463	0.978	2.491	1.196	1.206	4.497	2.098
BMPR1B	0.489	0.118	0.218	0.14	0.226	0.242	0.074	0.23	0.451	0.211	0.009295	0.033	0.123	0.783	0.024	0.068
BMPR2	2.007	6.816	8.178	3.613	7.138	3.572	1.441	0.718	6.318	1.422	5.745	4.065	7.408	1.743	13.498	4.789
BMS1	2.207	2.969	2.59	2.198	4.68	1.372	1.823	0.651	3.054	0.936	2.547	3.31	3.602	1.217	4.979	2.77
BMX	0.481	0.374	0.127	0.071	0	0.179	0.027	0	1.203	0	0	0.058	0.068	0.289	0.135	0.107
BNC1	0.21	3.777	0.015	0.014	0.231	0	0.128	0	0.161	0.091	0.036	0.237	0.066	0.168	0.995	0.399
BNC2	0.65	2.641	0.358	0.035	0.505	0.587	0.398	0.282	1.467	0.097	0.329	0.649	0.24	0.45	0.819	0.747
BNIP1	0.699	1.231	0.885	0.461	0	0.727	0.318	0.493	1.724	0	1.236	0.9	1.099	0.839	1.225	0.58
BNIP2	4.061	8.452	5.979	5.325	3.804	5.529	4.833	0.045	3.681	4.82	10.598	10.811	6.531	2.657	12.944	10.93
BNIP3	2.807	11.649	1.377	19.48	5.881	6.478	1.198	10.55	1.663	28.645	0.72	2.517	4.05	9.354	11.801	2.809
BNIP3L	4.152	12.033	16.601	3.338	6.742	6.886	3.383	1.335	11.074	5.142	7.924	7.655	7.604	1.496	20.792	9.095
BNIPL	0.848	7.971	0.056	0	0.326	0	0.351	0	0.04	0	1.764	1.568	0.227	0.924	0.18	1.334
BOC	0.578	2.122	0.143	0.045	0.119	0.415	0.283	0.186	2.482	0.196	0.336	0.647	0.057	0.159	0.473	0.658
BOD1	2.226	3.763	6.727	2.74	9.45	0.869	1.521	0.177	6.329	0	6.77	3.126	5.732	1.704	5.586	3.12
BOD1L1	4.595	5.709	7.017	1.853	7.584	2.418	6.892	4.314	3.275	2.541	3.239	9.226	5.223	1.462	9.292	7.216
BOD1L2	0.386	0.015	0.061	0.038	0.055	0	0.022	0	0.019	0	0.017	0	0.018	0.261	0	0
BOK	0.122	1.024	0.36	4.607	0.385	0.78	0.083	0	0.988	1.265	0.564	0.177	3.635	1.941	2.689	0.239
BOLA1	0.879	0.586	0.715	0.82	0.864	0.224	0.601	1.064	1.018	0	3.352	0.774	0.64	0.452	4.09	0.67
BOLA2	0.957	1.091	2.692	0.505	0.869	0	0.654	0.113	3.798	1.241	3.494	0.655	1.444	0.383	5.07	0.681
BOLA2B	0.957	0.794	2.019	0.252	0.594	0.095	0.654	0	2.809	2.068	3.112	1.58	1.023	0.287	4.713	0.852
BOLA3	0.583	1.993	1.844	1.844	2.422	1.387	2.389	0.206	6.588	0.755	3.49	1.408	3.848	0.875	9.914	2.697
BOLL	0.386	0	0.067	0.125	0	0	0.036	0	0.074	0	0.036	0.025	0.02	0.632	0.012	0.037
BOP1	0.318	1.185	1.062	0.969	0.487	0.324	0.325	0.144	3.267	0.176	1.211	0.608	0.924	0.123	1.751	0.508
BORA	1.203	0.688	3.562	0.069	2.119	0.035	1.339	0.617	0.885	2.717	3.108	2.152	1.691	0.594	5.056	1.596
BPGM	1.533	7.556	1.1	0.819	1.845	0.707	2.217	2.706	2.914	0	2.099	3.111	1.533	1.197	5.079	2.619
BPHL	0.974	1.135	2.376	10.766	1.405	3.101	0.57	0.221	2.295	2.163	3.89	0.831	3.934	6.263	11.461	0.854
BPI	0.233	0.082	0.037	0.069	0	0	0.06	0	0.035	0	0	0.106	0.066	0.42	0	0
BPIFA1	0	0	0.253	0	0	0	0	0	0.15	0	0	0.036	0	0.18	0	0
BPIFA2	0.921	0	0.065	0.061	0	0	0.035	0	0	0	0	0	0	0.461	0	0
BPIFA3	0.291	0	0.061	0.058	0	0	0.033	0	0	0	0	0	0	0.087	0	0
BPIFB1	2.244	0.029	0.197	0	0	0	0	0	0	0	0	0.429	0.071	0.281	0	0.333
BPIFB2	6.015	0.026	0.036	0.236	0	0	0.019	0.18	0	0	0	0.185	0	0.204	0	0.666
BPIFB3	0.074	0	0.047	0.044	0	0	0	0	0.022	0	0	0	0	0.4	0	0
BPIFB4	0.198	0	0.063	0.029	0.617	0	0	0	0.089	0	0.025	0	0	0	0	0
BPIFB6	0	0	0.05	0.047	0	0	0.027	0	0	0	0	0	0	0.285	0	0
BPIFC	0.272	0.761	0.069	0.064	0	0.073	0.037	0	0	0	0	0	0.031	0.637	0	0.087
BPNT1	1.837	1.489	4.041	2.127	2.294	0.8	2.256	0.046	6.129	2.041	3.659	2.948	4.455	1.182	4.375	2.778
BPTF	6.692	8.366	7.191	2.991	17.053	4.371	11.729	4.633	5.117	2.705	12.119	12.503	8.258	2.284	13.376	10.849
BPY2	0	0	0	0	0	0.438	0.03	0	0	0	0.046	0.032	0.051	0.322	0	0
BPY2B	0.089	0	0	0	0	0.279	0.03	0	0	0	0	0	0	0.322	0	0
BPY2C	0.089	0	0	0	0	0.518	0	0	0	0	0	0	0	1.367	0	0
BRAF	3.032	4.446	4.392	2.34	3.721	2.183	3.244	5.801	3.419	1.42	5.193	6.021	3.761	2.204	3.985	4.328
BRAP	1.471	2.356	3.418	1.126	2.931	1.228	1.744	1.019	3.594	0.728	3.046	3.361	3.676	1.373	2.836	2.911
BRAT1	0.25	0.666	0.927	0.381	1.474	0.637	0.329	0.87	0.858	0.139	0.403	0.349	0.99	0.257	1.595	0.42
BRCA1	1.376	1.056	1.33	0.158	3.314	0.251	2.356	0.846	1.448	1.496	6.176	1.442	0.762	0.88	7.005	1.864
BRCA2	0.993	0.688	1.675	0.308	1.113	0.008433	1.234	0.26	0.942	0.735	3.062	1.63	0.824	0.494	6.131	1.448
BRCC3	1.505	3.219	4.995	1.328	6.391	0.688	2.358	0.039	4.098	0.143	4.353	3.724	4.217	1.19	3.438	2.979
BRD1	1.659	4.009	1.996	1.954	1.888	0.917	2.282	0.322	2.888	1.362	2.65	3.038	3.251	1.031	3.74	2.88
BRD2	5.488	10.011	7.467	8.883	11.336	5.101	7.807	8.726	7.364	2.97	10.049	10.844	11.988	4.454	26.14	8.273
BRD3	0.952	2.113	4.012	1.604	3.445	3.227	1.099	0.222	2.696	1.036	3.058	1.738	2.564	0.772	6.781	1.646
BRD4	1.979	3.792	2.906	3.564	5.115	4.303	3.345	3.609	3.419	3.481	4.211	3.14	2.076	1.158	6.589	2.444
BRD7	4.609	9.553	7.837	3.369	33.16	4.548	6.839	2.366	8.773	0.543	11.207	8.603	8.72	2.726	15.55	9.096
BRD8	1.982	2.16	2.275	1.107	4.835	0.905	1.835	2.88	2.704	0.448	3.916	3.349	3.326	1.495	3.172	2.522
BRD9	1.686	3.529	2.63	1.256	3.354	1.067	2.197	3.072	2	2.439	4.327	3.907	3.927	0.706	6.516	3.265
BRDT	0.558	0	0.05	0.016	0.069	0.012	0.064	0.028	0.016	0	0.014	0	0.015	0.383	0.178	0.057
BRE	2.2	3.054	3.335	1.699	1.165	2.829	1.45	0.596	4.16	0	4.28	3.077	3.445	1.521	4.654	2.594
BRF1	0.46	1.109	0.607	0.747	0.627	0.597	0.84	0.106	1.307	0.078	0.615	0.948	0.927	0.324	2.187	0.672
BRF2	0.538	0.477	2.112	0.894	1.712	0	0.552	0.114	1.696	0	1.133	1.228	0.944	0.485	2.439	0.977
BRI3	1.736	3.913	13.672	15.448	12.106	0.903	1.285	6.128	21.504	6	5.248	2.062	9.059	4.083	19.75	2.729
BRI3BP	1.354	0.868	2.089	0.753	2.328	0.226	2.457	0.09	0.279	0	1.694	1.717	2.394	0.61	1.591	2.304
BRICD5	0.104	0.195	0	0.248	0.314	0	0.357	0	0	0	0.322	0.076	0	0.188	0.175	0.223
BRIP1	0.949	0.627	0.584	0.18	0.255	0.353	0.874	0.447	0.534	0	1.989	0.936	0.813	0.582	3.394	0.718
BRIX1	2.875	4.574	4.013	2.558	11.521	5.091	2.022	0.09	9.54	0.329	5.685	4.412	4.115	1.066	16.293	3.882
BRK1	3.661	6.915	6.372	5.429	2.479	4.491	3.439	0	16.781	2.847	12.731	6.566	5.956	2.72	11.706	6.401
BRMS1	1.049	2.829	5.025	2.266	4.25	3.441	1.791	0.317	7.665	0.291	1.961	1.818	1.822	0.877	11.391	2.039
BRMS1L	0.667	0.991	0.606	1.013	1.432	0.279	0.157	0.044	0.837	2.267	0.855	1.177	0.99	0.638	1.832	1.045
BROX	3.196	5.544	16.099	2.995	14.699	0.998	2.511	3.452	8.324	4.97	7.743	6.415	7.595	1.612	18.11	7.643
BRPF1	0.751	1.189	1.009	0.54	0.92	0.741	1.003	0.217	0.874	1.505	1.531	1.559	0.992	0.308	2.446	0.96
BRPF3	0.804	2.008	3.89	2.47	5.224	1.084	1.038	3.595	3.641	2.432	1.679	1.483	2.67	1.127	4.733	1.584
BRS3	0.457	0	0.048	0	0	0	0	0	0	0	0	0	0.086	0.549	0.026	0
BRSK1	0.173	0.452	0.175	0.062	0.223	0.031	0.189	0.147	0.436	0	0.711	0.075	0.039	0.25	0.186	0.092
BRSK2	0	0.009766	0.027	0.012	0.333	0.149	0.014	0.2	0.013	0	0	0.038	0.083	0	0.035	0
BRWD1	4.18	4.959	3.841	2.547	4.215	2.671	4.894	2.213	2.526	1.347	16.051	7.921	4.88	2.687	5.322	8.011
BRWD3	2.659	2.958	3.376	0.983	6.926	0.942	2.848	0.294	2.032	0.033	3.895	4.881	3.19	1.031	4.203	4.694
BSCL2	0.508	1.492	2.089	2.139	0.895	0.113	0.451	0.807	3.506	0.197	2.138	1.325	2.156	0.732	12.994	1.329
BSDC1	2.737	5.365	4.916	12.77	3.673	8.282	3.652	8.773	8.247	11.936	8.012	3.98	5.149	3.132	11.647	4.68
BSG	1.126	4.073	7.407	3.819	5.186	7.429	1	1.335	14.603	1.75	7.001	2.92	7.081	1.46	31.6	2.788
BSN	0.054	0.013	0.06	0.168	0.043	0.048	0.046	0.021	0.02	0	0.045	0.02	0.053	0.103	0.023	0.007201
BSND	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0.283	0	0
BSPH1	0.823	0	0.104	0	0	0	0.056	0	0	0	0	0	0.186	0.445	0	0
BSPRY	0.321	1.86	2.408	0.054	2.857	0.02	0.204	0.534	0.729	0	1.2	0.316	2.309	0.165	3.632	0.392
BST1	0.582	0.305	0.184	0.302	0.406	0.065	0.298	0	1.353	2.262	0.821	0.184	0.412	0.852	0.439	0.116
