Feature.ID	B13_FFPE_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B13_FF_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B11_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B11_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B11_FFPE_T2gII_Total_Exon_Reads_fwd_RNA.Seq	B11_FF_T2gII_Total_Exon_Reads_fwd_RNA.Seq	B12_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B12_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B12_FFPE_T1gII_Total_Exon_Reads_fwd_RNA.Seq	B12_FF_T1gII_Total_Exon_Reads_fwd_RNA.Seq	B14_FFPE_TagII_Total_Exon_Reads_fwd_RNA.Seq	B14_FF_TagII_Total_Exon_Reads_fwd_RNA.Seq	B14_FFPE_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B14_FF_T1gIII_Total_Exon_Reads_fwd_RNA.Seq	B15_FF_T2grIII_Total_Exon_Reads_fwd_RNA.Seq	B15_FFPE_T2grIII_Total_Exon_Reads_fwd_RNA.Seq
SLIT1	0	2	0	0	0	4	0	11	0	10	0	11	0	30	50	0
SLIT2	1	19	2	1	2	200	4	56	0	3	0	347	1	116	973	37
SLIT3	6	71	3	23	7	288	185	3036	43	4479	24	1404	32	2263	364	20
SLITRK1	0	0	0	0	0	0	0	1	0	0	0	0	0	18	8	0
SLITRK2	0	0	0	0	0	0	0	1	0	0	0	0	0	13	19	1
SLITRK3	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	0
SLITRK4	0	21	1	45	1	140	3	16	0	2	3	175	0	42	307	4
SLITRK5	0	4	0	6	0	74	0	5	0	0	0	47	0	10	27	1
SLITRK6	35	2022	16	2569	35	4944	1674	26382	312	48370	160	12235	226	46325	4727	60
SLK	78	6251	28	569	77	5052	1589	11898	184	10348	283	17104	401	41044	17337	377
SLMAP	21	746	16	317	28	3577	391	3169	22	1508	72	4952	53	5555	3040	84
SLMO1	2	3	0	2	1	35	2	10	0	8	2	21	0	14	19	0
SLMO2	11	475	5	76	14	2798	165	4180	16	2796	32	2902	36	6171	6784	52
SLN	0	0	0	2	0	1	0	7	0	0	0	11	0	4	4	0
SLPI	5	125	5	73	35	3744	33	955	1	63	5	1314	0	28	160	2
SLTM	28	2158	21	978	61	4913	922	5437	73	2293	192	9901	188	11506	8746	211
SLU7	4	433	5	138	19	1435	211	2741	11	1392	37	3149	40	4760	3860	73
SLURP1	0	0	0	0	0	1	0	13	0	2	0	7	0	4	1	0
SLX1A	0	68	1	33	2	179	10	188	3	123	4	381	4	401	356	8
SLX1B	1	63	0	42	2	158	7	154	2	110	4	356	2	346	319	3
SLX4	5	126	3	95	6	259	68	466	7	351	24	937	12	1254	1286	24
SMAD1	1	142	2	45	4	911	42	672	2	325	15	1069	11	1733	916	13
SMAD2	32	892	20	379	29	6079	721	7724	50	4227	143	10065	102	15297	6042	123
SMAD3	58	2409	34	1172	54	5475	1305	9351	176	11027	301	9397	207	13641	1636	73
SMAD4	18	444	14	243	23	4222	379	4798	34	2946	69	5147	74	7940	3157	56
SMAD5	26	558	5	222	13	3188	397	4545	40	2681	79	6374	74	13151	5245	64
SMAD6	4	95	2	117	2	188	206	1902	10	402	18	1622	13	1344	210	5
SMAD7	0	55	4	26	7	312	72	706	5	106	13	1085	13	1016	302	9
SMAD9	1	51	0	21	2	209	132	878	6	353	12	957	5	1185	183	10
SMAGP	1	62	1	25	3	315	21	477	4	121	8	536	12	1077	737	9
SMAP1	1	315	1	80	4	1289	97	1218	6	1057	20	1528	15	2455	1691	32
SMAP2	9	402	4	98	11	1184	92	1007	13	550	17	2410	18	1430	1829	39
SMARCA1	20	494	14	376	48	6575	369	4731	49	4864	76	5621	58	8031	4093	88
SMARCA2	22	1091	17	249	46	3624	543	6731	72	4640	66	5448	141	12029	4138	113
SMARCA4	30	1550	16	463	43	2706	453	3892	65	4556	139	8303	168	12686	11673	223
SMARCA5	32	1651	20	482	82	9963	551	6685	55	3584	145	12238	128	19467	7682	164
SMARCAD1	10	698	6	320	25	3261	294	2977	20	1668	53	6319	79	11066	2672	53
SMARCAL1	4	151	1	57	7	619	48	541	4	372	13	924	10	924	508	15
SMARCB1	7	297	4	102	9	1164	90	1385	9	1211	24	2413	44	4018	2267	30
SMARCC1	45	2004	28	481	49	4651	711	5896	64	3590	212	14128	218	25761	13021	269
SMARCC2	29	1270	26	615	42	3279	692	4936	71	3196	181	9904	165	10330	6887	155
SMARCD1	4	305	3	138	13	1095	128	1452	13	1376	17	2228	29	3079	2326	17
SMARCD2	13	527	7	189	16	2536	226	4021	26	4782	36	3083	26	5291	7181	94
SMARCD3	3	60	0	15	0	211	9	86	0	55	7	503	1	188	570	9
SMARCE1	22	684	20	201	52	3753	647	6682	94	5767	121	6669	138	12388	5926	151
SMC1A	37	1102	27	258	66	2952	337	1986	50	1706	108	6249	207	9966	5669	153
SMC1B	1	26	0	6	0	15	0	3	1	3	2	81	1	150	296	9
SMC2	9	417	4	60	17	1457	70	703	6	476	23	1700	32	3274	4254	62
SMC3	27	1707	15	152	32	2409	407	2750	44	2113	82	6291	107	10209	5648	176
SMC4	47	3675	26	724	95	8532	484	3109	41	2087	131	8650	146	15839	8210	151
SMC5	33	1023	25	358	35	3234	417	3159	41	1600	119	7709	155	10254	3217	85
SMC6	27	981	10	236	24	2233	200	1493	29	1360	53	3744	51	5075	4753	76
SMCHD1	32	1800	26	998	60	10716	539	6101	55	3124	143	14030	114	11398	7490	135
SMCP	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0
SMCR7	0	13	0	18	1	116	7	109	0	95	1	192	0	225	191	6
SMCR7L	18	270	10	66	24	1613	154	1642	15	921	34	1992	31	3349	3255	49
SMCR8	14	362	4	148	30	2342	158	1413	15	812	50	4031	35	3795	2623	45
SMCR9	0	0	0	0	0	6	0	1	0	1	0	3	0	4	0	0
SMEK1	28	1109	12	501	44	4731	490	4313	42	2779	103	8622	103	11064	6043	92
SMEK2	37	1135	12	310	39	3833	584	4910	41	2920	90	8410	113	11322	10862	197
SMG1	157	7244	103	5078	244	21241	3542	18747	337	9172	642	47667	636	41129	40272	784
SMG5	23	787	11	386	33	2642	372	4935	38	3080	71	5516	93	6325	5313	90
SMG6	9	347	14	251	47	2346	221	1034	23	822	89	2880	79	2533	1561	40
SMG7	32	986	21	316	41	1545	535	2412	33	1262	78	5965	95	5375	7480	200
SMG8	1	102	0	43	3	655	29	902	4	858	5	868	6	1319	1226	8
SMG9	6	105	3	96	3	468	60	550	10	551	16	1017	19	817	802	28
SMIM1	0	0	0	0	0	9	2	6	1	14	1	8	0	27	1	0
SMIM3	0	14	0	2	0	74	4	70	3	71	5	226	1	229	255	6
SMIM4	0	13	0	10	0	90	14	239	1	213	3	183	2	206	167	2
SMIM5	1	1	0	1	1	9	4	81	0	103	0	34	0	69	236	2
SMIM6	0	0	0	0	0	4	1	33	0	4	0	17	0	15	20	0
SMN1	4	153	5	73	7	508	174	872	9	572	10	1374	29	2139	1095	34
SMN2	2	86	2	82	6	638	12	53	0	34	35	1270	36	2240	920	27
SMNDC1	3	172	1	43	6	437	73	632	4	426	19	1294	15	1736	1295	28
SMO	0	38	3	2	4	337	10	161	2	254	6	408	6	670	58	9
SMOC1	0	0	0	0	0	19	2	2	0	0	0	9	0	13	25	0
SMOC2	0	45	1	3	5	607	8	468	3	7	7	796	1	332	455	32
SMOX	0	22	0	18	4	191	11	108	1	184	4	395	3	275	212	6
SMPD1	0	18	0	4	3	324	16	327	1	242	2	249	1	302	439	9
SMPD2	0	41	1	40	1	245	15	532	2	524	1	397	7	775	437	4
SMPD3	0	10	0	10	2	147	2	24	1	11	0	70	1	42	138	1
SMPD4	7	261	3	135	13	1046	97	959	10	768	21	1553	28	2122	1747	37
SMPD5	0	1	0	0	0	3	0	3	0	4	0	2	0	4	4	0
SMPDL3A	2	208	1	44	4	207	43	588	3	320	5	623	5	746	1524	28
SMPDL3B	0	7	0	0	1	92	1	15	0	39	2	159	1	85	538	5
SMPX	0	1	0	1	0	12	0	0	0	0	0	0	0	7	3	2
SMR3A	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0
SMR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SMS	20	460	12	74	29	2552	195	2319	22	2331	52	2424	43	3929	5306	167
SMTN	3	210	3	71	11	708	44	529	6	374	18	1229	17	1212	1567	43
SMTNL1	0	0	0	0	0	5	0	1	0	0	0	3	0	12	35	1
SMTNL2	0	0	0	0	1	4	0	5	0	2	0	30	0	64	42	0
SMU1	5	374	7	90	20	2411	209	4131	24	2878	33	2774	42	7515	5463	64
SMUG1	4	56	1	36	3	371	49	553	3	478	12	636	17	908	574	9
SMURF1	9	426	16	183	10	1614	207	2276	27	2029	33	3410	49	4109	4338	87
SMURF2	2	301	15	243	14	2046	204	2256	25	2564	37	3237	39	4461	3101	49
SMYD1	0	0	0	0	0	1	0	1	0	0	0	0	0	14	29	0
SMYD2	7	331	0	54	4	662	153	2180	13	1442	28	2447	35	4311	1849	27
SMYD3	5	101	2	93	3	422	64	949	3	677	9	853	10	1074	434	5
SMYD4	6	65	0	66	14	781	42	344	2	240	16	848	14	994	466	4
SMYD5	2	72	3	39	4	302	41	525	4	339	14	534	9	793	936	16
SNAI1	0	2	0	0	0	28	1	6	0	7	0	63	1	71	53	0
SNAI2	23	254	6	42	16	1544	166	1711	21	1869	38	2375	20	2122	331	31
SNAI3	0	10	0	0	0	13	2	44	0	4	0	45	0	10	7	0
SNAP23	5	434	5	191	16	3075	181	2480	20	1174	33	3293	37	4564	2260	44
SNAP25	0	2	0	0	0	37	0	0	0	0	0	16	0	15	23	0
SNAP29	7	242	5	42	12	1151	101	1249	14	984	25	1865	18	2156	2272	32
SNAP47	1	148	5	43	6	602	40	782	3	524	9	1127	10	1412	1128	9
SNAP91	0	10	0	0	0	1	3	23	1	41	1	46	13	852	596	10
SNAPC1	1	184	2	163	3	811	86	1066	6	316	13	1523	9	1305	790	16
SNAPC2	2	13	1	2	3	101	6	190	1	153	0	120	0	161	120	3
SNAPC3	3	228	2	90	8	715	167	1873	20	990	18	1551	34	3004	1790	34
SNAPC4	1	116	0	45	1	339	25	303	2	249	15	1009	12	1312	744	20
SNAPC5	1	39	1	37	1	266	9	317	1	136	1	243	0	397	255	2
SNAPIN	0	76	0	25	3	249	41	575	1	355	5	557	2	803	568	5
SNCA	0	19	0	0	2	174	2	25	0	13	1	107	0	65	139	3
SNCAIP	0	159	3	33	1	85	2	4	0	0	11	565	0	108	143	10
SNCB	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0
SNCG	8	465	6	100	9	215	416	8552	37	5102	40	1828	30	5355	7355	67
SND1	26	869	7	287	26	4021	260	4475	27	3756	53	5553	65	9349	8148	103
SNED1	0	27	0	18	3	205	8	81	0	23	3	278	3	234	197	4
SNF8	6	70	2	50	2	567	69	804	4	750	13	804	11	1022	1158	28
SNIP1	3	117	2	35	5	600	66	728	10	435	18	802	10	1307	858	16
SNN	4	174	1	23	4	776	68	799	3	652	9	741	14	1264	3099	62
SNPH	1	61	2	7	1	106	5	105	0	126	4	313	0	112	299	4
SNRK	9	465	5	153	17	1992	123	2091	9	1101	38	3791	45	4507	2817	59
SNRNP200	38	2232	36	715	109	9675	737	7298	62	4908	180	13004	214	22936	21187	270
SNRNP25	0	24	1	7	0	146	8	135	0	135	0	134	2	374	476	1
SNRNP27	6	333	3	88	18	795	93	939	9	851	21	1663	21	2392	2198	38
SNRNP35	2	75	2	38	8	168	74	253	7	147	20	338	19	366	218	14
SNRNP40	5	144	1	62	6	1423	99	1569	3	811	24	1953	24	3520	2279	35
SNRNP48	4	248	1	78	4	1117	140	924	13	759	21	1484	26	1859	803	25
SNRNP70	11	962	13	560	30	2041	253	2983	44	2816	65	4526	73	5021	2885	72
SNRPA	1	192	3	49	3	605	30	670	5	743	3	812	8	1665	1534	23
SNRPA1	3	195	4	88	16	745	44	498	5	273	15	1070	26	1960	1126	30
SNRPB	6	343	1	45	13	1158	53	1131	7	1755	12	1395	8	2361	1722	17
SNRPB2	3	197	4	50	10	1458	105	1464	9	1507	23	2091	15	3164	4165	55
SNRPC	1	196	3	22	2	570	30	710	3	649	11	1166	8	2440	1245	14
SNRPD1	10	235	5	41	3	835	69	647	7	488	14	775	17	2196	995	18
SNRPD2	2	212	3	41	9	656	55	1070	15	1458	15	1279	20	2617	1875	24
SNRPD3	3	219	5	107	15	1589	91	1415	6	970	19	1807	26	3644	3238	42
SNRPE	3	265	1	38	5	1123	116	2475	4	1707	23	1823	19	6494	2938	26
SNRPF	4	141	2	15	6	755	60	643	7	705	14	764	10	2455	1714	39
SNRPG	2	120	4	34	8	1048	48	831	6	1158	15	1040	9	2390	2435	18
SNRPN	1	124	3	79	9	993	105	2187	6	1108	25	1736	18	2105	1855	33
SNTA1	1	62	0	32	5	461	5	102	0	194	2	154	0	104	356	3
SNTB1	1	29	0	14	4	280	20	195	0	97	6	791	7	1207	630	9
SNTB2	23	884	15	351	16	3307	288	2897	26	1941	49	4439	65	7774	9250	125
SNTG1	1	0	1	7	0	16	38	89	0	34	15	957	21	1096	938	12
SNTG2	0	2	0	1	0	11	0	5	0	0	0	5	0	7	9	0
SNTN	0	1	0	5	0	3	1	7	0	4	0	10	0	8	7	0
